  Nr    Dags.    Timi      Breidd     Lengd   Dypi   M     ML
 516 20140918 180812.035 64.79232 -16.90801  7.521  1.17  0.71
 517 20140918 182424.748 64.79766 -16.88719  7.021  2.22  1.84
 518 20140918 182526.516 64.67184 -17.46573  6.820  1.58  1.56
 519 20140918 183032.910 64.78922 -16.90592  8.242  0.63  0.60
 520 20140918 183803.313 64.79014 -16.90766  8.452  0.93  0.80
 521 20140918 184409.993 66.22382 -18.27813  7.496  1.22  1.66
 522 20140918 184602.126 64.79728 -16.88885  8.857  1.02  0.88
 523 20140918 190849.339 65.05422 -16.44729  4.093  0.27  0.32
 524 20140918 191339.203 64.81696 -16.89602  8.626  0.72  0.72
 525 20140918 192548.630 65.14681 -16.34178  8.483  0.55  0.87
 526 20140918 200549.583 65.15601 -16.39929  8.578  0.66  0.94
 527 20140918 202131.073 65.03823 -16.47458  5.144  0.75  0.84
 528 20140918 202649.832 64.78822 -16.90857  8.069  0.66  0.67
 529 20140918 202733.040 64.82280 -16.88522  7.162  1.07  0.86
 530 20140918 205643.312 64.66601 -17.47179  3.983  1.62  1.96
 531 20140918 205654.725 64.67698 -17.44684  7.720  2.19  2.17
 532 20140918 212442.791 64.63750 -17.55284  5.927  0.96  0.76
 533 20140918 212527.465 64.79433 -16.89338  8.676  0.74  0.68
 534 20140918 212842.657 64.85876 -16.85255 10.631  0.33  0.46
 535 20140918 213842.774 64.68484 -17.49832  7.861  1.19  1.09
 536 20140918 214333.581 64.66817 -17.48080  6.490  4.51  3.24
 537 20140918 220907.009 64.79295 -16.89602  8.193  0.63  0.60
 538 20140918 220918.632 64.79163 -16.89724  6.646  0.77  0.68
 539 20140918 221415.828 64.60729 -17.33155  5.272  1.88  1.44
 540 20140918 223155.689 64.60812 -17.55875  2.948  1.77  0.99
 541 20140918 225809.436 64.72042 -17.28503  1.443  1.21  1.21
 542 20140918 232400.534 64.66228 -17.60743  4.412  2.07  2.01
 543 20140918 233106.814 64.71882 -16.92748  7.444  0.70  0.78
 544 20140918 233120.358 64.65432 -17.44432  1.390  1.25  1.28
 545 20140918 234350.568 64.67138 -17.45252  1.660  3.80  2.60
 546 20140919 000447.991 65.08976 -16.45496  8.570  0.52  0.44
 547 20140919 001014.308 64.83817 -16.86005 11.353  0.45  0.53
 548 20140919 001329.336 64.79102 -16.90369 11.443  1.25  0.58
 549 20140919 001740.215 63.54726 -19.10697  0.042  0.54  0.55
 550 20140919 002229.958 65.00665 -16.48518  6.655  0.51  0.25
 551 20140919 002259.736 65.01085 -16.48091  7.306  0.42  0.34
 552 20140919 002346.995 65.02016 -16.47015  4.840  0.21  0.04
 553 20140919 002623.726 64.79561 -16.88993 12.300  0.55  0.47
 554 20140919 003305.623 64.79234 -16.90911 12.601  0.52  0.62
 555 20140919 004554.062 64.79487 -16.88476 11.839  1.55  1.18
 556 20140919 005538.118 63.55606 -19.12932  0.096  0.53 -0.11
 557 20140919 010300.915 64.86280 -16.84357 12.077  0.42  0.60
 558 20140919 010428.919 65.70258 -16.76103  1.732  0.22  0.08
 559 20140919 010954.162 65.10468 -16.43527  4.766  0.61  0.43
 560 20140919 011448.657 64.79385 -16.90054 11.492  1.00  0.93
 561 20140919 014151.346 64.79185 -16.90876 12.898  0.58  0.78
 562 20140919 014800.046 64.67537 -17.39396  4.164  0.21  0.15
 563 20140919 015122.191 64.78404 -16.91215 11.484  0.52  0.60
 564 20140919 015754.649 64.67242 -17.47616  4.139  3.72  2.30
 565 20140919 015910.378 64.79302 -16.90594 12.803  0.72  0.86
 566 20140919 021053.506 64.78671 -16.91017 12.344  0.57  0.64
 567 20140919 023504.753 64.79437 -16.89074 11.341  0.69  0.75
 568 20140919 024135.986 64.79052 -16.91121 11.213  0.52  0.42
 569 20140919 030942.115 66.29297 -16.72574  3.628  0.98  1.04
 570 20140919 032257.830 64.81873 -16.88780 10.717  0.91  0.68
 571 20140919 033006.001 64.79027 -16.90745 12.341  0.55  0.50
 572 20140919 034620.589 64.85693 -16.84624 11.257  0.70  0.68
 573 20140919 035455.763 65.01115 -16.47903  6.329  0.48  0.33
 574 20140919 035515.552 65.00864 -16.48405  5.633  0.40  0.27
 575 20140919 035630.360 64.83895 -16.86681 10.893  0.60  0.55
 576 20140919 035850.958 64.79443 -16.88952 11.389  0.65  0.66
 577 20140919 040519.405 64.78817 -16.90590  8.740  1.09  0.49
 578 20140919 040606.001 64.79316 -16.89292 11.641  0.62  0.60
 579 20140919 042128.712 64.71516 -16.92857 11.207  0.47  0.58
 580 20140919 042414.927 64.86010 -16.84912 11.303  0.31  0.48
 581 20140919 042505.774 64.83807 -16.86490 11.423  0.95  1.19
 582 20140919 044950.276 66.22252 -18.26406  9.374  1.51  1.75
 583 20140919 045231.353 64.73584 -17.50931  8.003  3.23  1.96
 584 20140919 045640.969 64.79105 -16.88988 12.815  0.53  0.48
 585 20140919 045950.242 64.79391 -16.89068 11.405  0.67  0.73
 586 20140919 050759.161 64.83429 -16.86441  9.754  0.35  0.32
 587 20140919 050856.154 64.85062 -16.87226  4.466  0.47  0.40
 588 20140919 051413.134 64.79171 -16.89756 10.924  0.70  0.72
 589 20140919 051833.440 64.79008 -16.90893 10.259  0.60  0.62
 590 20140919 052718.531 64.78728 -16.90453 12.815  0.53  0.56
 591 20140919 054041.637 63.94286 -19.33061  3.149  1.26  0.71
 592 20140919 054625.771 64.87732 -16.83635 12.419  0.31  0.23
 593 20140919 054713.763 64.79384 -16.89001  6.328  0.63  0.85
 594 20140919 054722.368 64.78971 -16.90659 11.484  1.33  0.95
 595 20140919 055108.744 64.83640 -16.86656 11.826  0.95  0.97
 596 20140919 055501.701 64.80592 -16.90722 12.182  0.57  0.51
 597 20140919 055611.188 64.79520 -16.88864 12.646  0.49  0.31
 598 20140919 060104.035 63.55145 -19.10767  0.135  0.27  0.04
 599 20140919 060126.334 64.82800 -16.87063 12.259  0.43  0.29
 600 20140919 061631.153 64.80381 -16.89618  8.053  0.91  0.50
 601 20140919 061726.932 64.80533 -16.91145 10.883  1.00  0.76
 602 20140919 062453.608 66.22176 -18.26075 10.875  1.93  1.98
 603 20140919 062709.639 66.22129 -18.26867  9.090  0.97  1.42
 604 20140919 062800.870 64.80994 -16.90597 11.992  0.88  0.86
 605 20140919 063449.183 64.81653 -16.89346 12.480  0.46  0.66
 606 20140919 064440.067 64.67835 -17.45474  4.041  4.67  3.05
 607 20140919 064958.518 65.12233 -16.36434  5.012  0.71  0.47
 608 20140919 065048.161 64.79695 -16.89888  9.851  0.44  0.46
 609 20140919 065132.074 64.76474 -16.92865 11.992  1.09  0.75
 610 20140919 071733.173 64.65949 -17.51547  6.156  0.98  0.51
 611 20140919 072010.503 64.84792 -16.85752  9.277  0.63  0.55
 612 20140919 072541.625 64.79722 -16.89324 11.122  0.55  0.64
 613 20140919 073919.872 64.79032 -16.88997 12.693  0.42  0.31
 614 20140919 080123.032 64.78632 -16.90955 12.490  0.36  0.50
 615 20140919 080207.017 65.04121 -16.44132  2.152  0.85 -0.05
 616 20140919 080354.377 64.63997 -17.59141  7.067  3.45  2.69
 617 20140919 080517.652 64.81342 -16.89780 11.669  0.65  0.47
 618 20140919 080950.069 65.07941 -16.51744 11.656  0.37  0.32
 619 20140919 081619.380 64.78535 -16.92101  7.651  1.11  1.28
 620 20140919 082651.292 66.22189 -18.26642 11.341  1.71  2.09
 621 20140919 083252.841 64.81347 -16.89040 11.084  0.47  0.42
 622 20140919 084128.600 64.64156 -17.57426  0.804  0.72  0.21
 623 20140919 084340.026 64.49538 -17.47554  0.636  0.91  0.81
 624 20140919 084938.521 64.79632 -16.88878 11.683  0.54  0.59
 625 20140919 085758.751 64.67202 -17.40962  8.559  3.24  2.09
 626 20140919 090501.156 64.61485 -17.47506  0.074  0.96  0.85
 627 20140919 091734.267 65.18118 -16.27462  7.453  0.99  1.05
 628 20140919 091942.203 64.79411 -16.90838 12.865  1.21  0.85
 629 20140919 092030.941 64.85903 -16.84868 10.940  0.76  0.84
 630 20140919 092229.869 65.00893 -16.47929  6.777  0.45  0.27
 631 20140919 092407.382 64.78900 -16.91019 11.601  0.47  0.59
 632 20140919 093029.313 64.68146 -17.50589  4.250  1.03  1.05
 633 20140919 094210.324 64.79460 -16.88731 11.235  0.84  0.66
 634 20140919 094945.269 64.88489 -16.82886 12.086  0.53  0.39
 635 20140919 095029.540 64.79490 -16.89048 11.646  0.56  0.39
 636 20140919 100323.878 64.65336 -17.56411 10.953  1.41  1.12
 637 20140919 101645.214 64.79767 -16.91861 12.459  1.03  0.91
 638 20140919 102058.826 64.79495 -16.91805 14.592  0.96  0.86
 639 20140919 102606.552 64.82294 -16.87699  2.627  0.57  0.46
 640 20140919 102641.734 64.79065 -16.89697 12.692  0.74  0.45
 641 20140919 104656.388 64.68970 -17.51785  9.634  2.10  1.13
 642 20140919 105336.684 64.61517 -17.48304  1.579  1.35  1.29
 643 20140919 105815.769 65.17803 -16.40176  7.343  0.70  0.97
 644 20140919 111438.329 64.60867 -17.50506  3.653  1.70  1.20
 645 20140919 114359.827 64.79710 -16.88936  9.364  0.93  0.51
 646 20140919 114434.605 64.71510 -16.97109  6.932  0.54  0.40
 647 20140919 115006.409 64.86587 -16.84251  5.754  0.93  0.27
 648 20140919 120338.739 68.48458 -16.93090 10.005  2.46  2.52
 649 20140919 120755.136 64.88983 -16.83275 12.437  0.87  0.77
 650 20140919 122932.680 64.68036 -17.46094  5.160  1.59  1.66
 651 20140919 123354.747 64.69975 -17.42451  4.554  1.68  1.16
 652 20140919 124138.003 68.48111 -16.87840 10.005  2.99  2.53
 653 20140919 130247.466 64.66975 -17.34910  0.197  0.46  0.60
 654 20140919 131821.516 64.67304 -17.50545  8.815  0.76  0.97
 655 20140919 132126.835 64.69635 -17.57153 16.430  0.69  0.21
 656 20140919 133939.693 64.79654 -16.89610  7.979  0.70  0.40
 657 20140919 135141.487 64.78925 -16.92003  9.091  0.56  0.51
 658 20140919 143837.291 64.80017 -16.88753  9.158  0.73  0.52
 659 20140919 144821.476 64.66667 -17.45606  3.837  4.35  2.87
 660 20140919 145038.547 64.67641 -17.44443  5.606  1.79  1.82
 661 20140919 145508.607 64.79301 -16.90768  8.334  0.90  0.80
 662 20140919 150247.562 66.33312 -17.46086 11.047  0.80  1.21
 663 20140919 150318.808 63.53778 -19.10391  0.135  0.69  0.51
 664 20140919 151009.093 64.84892 -16.84187 12.564  0.54  0.56
 665 20140919 154603.903 63.95756 -21.23701  7.457  0.63  0.26
 666 20140919 155248.644 64.67296 -17.42125  6.599  1.62  1.60
 667 20140919 155539.143 64.79552 -16.90489  8.249  0.87  0.65
 668 20140919 160748.475 64.60338 -17.54743  0.135  1.20  1.61
 669 20140919 160901.371 64.60448 -17.55257  0.286  1.23  1.03
 670 20140919 163830.394 64.80359 -16.89650  7.690  1.11  0.30
 671 20140919 164056.646 65.11868 -16.35356  9.811  0.62  0.83
 672 20140919 164406.936 64.32418 -17.51914  7.813  1.11  0.94
 673 20140919 164503.882 64.79192 -16.87589  1.144  0.80  0.70
 674 20140919 165111.045 64.61355 -17.41317 11.569  0.86  0.65
 675 20140919 171953.852 64.67995 -17.41129  4.909  1.46  1.66
 676 20140919 172728.321 64.67273 -17.43570  7.263  1.46  1.35
 677 20140919 173031.016 64.63554 -17.50966  7.334  2.05  1.78
 678 20140919 173320.757 64.80046 -16.90405  7.976  1.03  0.43
 679 20140919 173456.603 65.10054 -16.41203  7.765  0.70  0.61
 680 20140919 174559.871 64.79685 -16.88647  9.382  0.93  0.35
 681 20140919 175620.404 64.61589 -17.50311  6.598  1.15  0.91
 682 20140919 180559.877 64.65785 -17.51813  6.928  2.15  1.91
 683 20140919 181423.609 64.61520 -17.57915  7.122  1.50  1.22
 684 20140919 182940.310 65.09772 -16.40938  6.248  1.10  1.31
 685 20140919 183717.494 64.66882 -17.41795  8.199  2.10  2.15
 686 20140919 184624.922 64.68112 -17.46422  6.366  3.65  2.45
 687 20140919 184803.988 64.67941 -17.43249  5.468  1.79  2.01
 688 20140919 191709.347 64.67373 -17.57002  4.889  1.34  0.97
 689 20140919 192032.573 64.79600 -16.89017  9.189  0.88  0.76
 690 20140919 192854.901 64.52583 -17.45159  4.886  1.21  1.02
 691 20140919 193411.566 64.80334 -16.90937  8.259  0.47  0.46
 692 20140919 194416.295 65.70725 -16.81656  2.609  0.78  0.06
 693 20140919 200625.106 64.66701 -17.48664  2.141  1.50  1.70
 694 20140919 200856.027 64.71249 -17.66006 11.676  0.73  0.85
