  Nr    Dags.    Timi      Breidd     Lengd   Dypi   M     ML
  47 20140908 064659.082 63.65506 -19.13417  0.039  1.69  1.24
  48 20140908 064730.993 64.80080 -16.90651 11.267  1.58  1.27
  49 20140908 065714.881 63.65721 -19.13671  0.040  1.52  0.68
  50 20140908 071704.583 65.11938 -16.34554 10.542  0.86  1.09
  51 20140908 071941.874 64.79646 -16.92282 10.096  0.84  0.71
  52 20140908 072004.551 64.61753 -17.39604  4.731  4.63  3.48
  53 20140908 074716.546 64.79564 -16.91170 11.102  1.46  1.05
  54 20140908 075759.460 64.80363 -16.89841  8.992  0.91  0.74
  55 20140908 084821.732 65.14825 -16.28447  1.169  0.67  0.91
  56 20140908 092025.817 64.81663 -16.90987  8.733  0.95  0.72
  57 20140908 101736.147 63.65084 -19.06294  0.337  0.79  0.63
  58 20140908 104216.279 64.81844 -16.90812  9.062  1.05  1.02
  59 20140908 105147.685 64.79356 -16.90764  8.230  1.40  0.74
  60 20140908 110329.296 65.20983 -16.35886 14.541  0.57  0.65
  61 20140908 113715.067 64.80495 -16.92955 11.156  1.15  1.11
  62 20140908 113808.107 64.66478 -17.39146  3.023  1.55  1.84
  63 20140908 114005.085 63.55950 -19.15051 38.120  1.48  0.98
  64 20140908 114009.603 63.61340 -19.12088  0.097  1.81  0.81
  65 20140908 114228.710 64.79292 -16.93623 11.267  0.82  0.63
  66 20140908 115350.656 65.11153 -16.34667 12.821  1.22  1.21
  67 20140908 120531.612 65.13464 -16.33418  8.204  0.73  1.06
  68 20140908 123047.780 64.72743 -17.45882  7.005  1.51  1.19
  69 20140908 123609.228 63.61478 -19.12136  3.881  1.39  0.52
  70 20140908 132153.727 65.20806 -16.36693 14.620  0.59  0.89
  71 20140908 132312.657 63.64446 -19.06945  0.037  1.35  0.84
  72 20140908 132427.299 63.61086 -19.11833  1.214  1.48  1.11
  73 20140908 132850.396 63.64615 -19.07081  0.135  1.61  0.85
  74 20140908 144757.534 64.65172 -17.54684  5.486  4.97  3.73
  75 20140908 145257.271 65.21239 -16.36708 11.545  0.72  0.95
  76 20140908 145752.399 65.13200 -16.31528  9.001  0.42  0.52
  77 20140908 145957.923 65.20808 -16.36853 15.602  0.57  0.74
  78 20140908 150251.147 63.88926 -22.24061  7.267  1.07  0.74
  79 20140908 150952.730 64.67336 -17.53056  6.798  0.81  0.63
  80 20140908 151152.065 65.12457 -16.32605  6.355  1.10  1.33
  81 20140908 151906.680 64.62811 -17.51842  7.915  2.10  1.71
  82 20140908 151912.588 64.34371 -18.10579  0.135  2.33  1.33
  83 20140908 152333.814 64.79089 -16.90174  7.308  1.11  0.95
  84 20140908 153900.322 65.22197 -16.34312  4.199  1.48  1.56
  85 20140908 154213.467 64.80199 -16.90027  8.786  1.44  1.08
  86 20140908 154400.299 64.79520 -16.97321  9.192  3.35  3.60
  87 20140908 162206.479 64.79649 -16.89236  7.942  3.04  1.99
  88 20140908 162715.837 64.78875 -16.96955  7.413  4.49  4.04
  89 20140908 163230.355 64.78215 -16.95430  8.137  1.58  1.66
  90 20140908 163502.602 65.21362 -16.37013 14.045  0.66  0.82
  91 20140908 163840.851 64.83410 -16.87299  7.626  1.60  1.28
  92 20140908 163931.184 64.79297 -16.95538  7.828  1.42  1.38
  93 20140908 164144.687 63.89371 -22.23626  6.546  0.88  0.87
  94 20140908 164453.499 65.21944 -16.35353  9.791  0.95  1.19
  95 20140908 164524.282 65.15025 -16.31017  7.030  0.88  1.06
  96 20140908 164941.788 65.21216 -16.36713 13.385  1.23  1.26
  97 20140908 165035.960 65.21979 -16.34361  7.144  1.50  1.55
  98 20140908 165240.021 65.21167 -16.36330 12.979  0.80  0.96
  99 20140908 165601.796 65.21745 -16.35994 11.620  0.63  0.83
 100 20140908 165858.780 64.79076 -16.89648  7.872  0.70  0.59
 101 20140908 165915.290 65.21926 -16.35555 10.175  1.02  1.19
 102 20140908 170329.158 65.21287 -16.36458 13.667  0.79  0.79
 103 20140908 171350.013 65.21418 -16.36624 14.628  0.42  0.66
 104 20140908 171713.511 65.21391 -16.36454 11.635  0.80  0.80
 105 20140908 171812.186 65.21133 -16.36598 12.766  0.66  0.63
 106 20140908 172232.442 65.21460 -16.36500 14.264  0.85  0.94
 107 20140908 172455.430 65.20681 -16.35729 14.062  0.73  0.73
 108 20140908 172541.123 65.21389 -16.35901 10.638  1.19  1.29
 109 20140908 175309.021 64.66212 -17.40025  2.864  4.27  2.89
 110 20140908 180043.845 65.21511 -16.35898 14.166  0.64  0.90
 111 20140908 180151.254 65.22276 -16.35032  7.568  1.26  1.31
 112 20140908 190058.225 65.97369 -18.63550 11.623  1.25  1.35
 113 20140908 190323.689 64.83335 -16.88114  7.833  0.85  1.02
 114 20140908 190437.856 64.64158 -17.54966  8.927  1.74  1.44
 115 20140908 191207.488 65.22152 -16.35501  4.180  0.73  0.98
 116 20140908 191501.382 65.19983 -16.39193 17.568  1.16  1.29
 117 20140908 193928.010 63.89757 -22.23341  6.863  1.73  1.64
 118 20140908 195522.698 65.22056 -16.34607  4.246  1.49  1.58
 119 20140908 195621.960 64.79218 -16.89040  7.408  0.96  0.63
 120 20140908 195832.906 65.22042 -16.34470  4.451  1.55  1.31
 121 20140908 200407.536 65.21833 -16.34982  4.240  1.39  1.64
 122 20140908 200454.867 64.79327 -16.89239  8.162  0.84  0.90
 123 20140908 200519.896 65.22394 -16.34296  3.509  0.75  1.01
 124 20140908 200919.511 65.21244 -16.35881 12.335  0.58  0.69
 125 20140908 200954.486 65.22062 -16.34779  4.294  1.26  1.35
 126 20140908 201250.019 65.21183 -16.36360 12.767  1.04  1.24
 127 20140908 201343.764 63.89897 -22.23663  7.010  2.78  3.02
 128 20140908 201548.464 63.89370 -22.23596  7.079  0.94  0.69
 129 20140908 201621.774 63.89169 -22.23648  7.351  0.82  0.35
 130 20140908 201651.798 65.21354 -16.37144 12.961  0.69  0.89
 131 20140908 201727.519 65.21830 -16.35172  4.828  1.90  1.97
 132 20140908 201841.029 65.14745 -16.29775 11.060  0.51  0.87
 133 20140908 202030.665 63.89570 -22.23840  6.893  1.08  1.07
 134 20140908 202432.467 65.21474 -16.36733 12.261  0.92  1.03
 135 20140908 202557.886 65.20644 -16.37300 14.829  0.61  0.78
 136 20140908 202814.811 64.79620 -16.89105  8.516  1.05  0.99
 137 20140908 202918.372 65.21180 -16.35930 14.433  0.78  0.87
 138 20140908 203329.308 65.05238 -16.20534  0.135  1.61  1.09
 139 20140908 205143.410 64.68192 -17.02362  5.877  0.92  0.80
 140 20140908 205219.965 65.21175 -16.36376 13.612  0.77  0.84
 141 20140908 205330.782 65.21149 -16.35994 12.665  0.77  0.97
 142 20140908 211131.751 63.89239 -22.23433  5.702  0.43  0.28
 143 20140908 211439.813 64.79601 -16.91108  8.812  0.83  0.83
 144 20140908 212514.844 65.22401 -16.34319  3.985  1.11  1.23
 145 20140908 212744.169 63.89361 -22.23768  6.553  0.77  0.63
 146 20140908 212954.711 64.78876 -16.90601  7.518  0.71  0.73
 147 20140908 213037.288 64.75731 -16.93207  8.082  1.07  0.77
 148 20140908 213726.055 64.84734 -16.85995 10.166  0.69  0.79
 149 20140908 213820.982 64.67923 -17.55960  8.707  1.31  1.09
 150 20140908 213925.787 63.89422 -22.23695  7.117  0.64  0.65
 151 20140908 214418.196 65.21455 -16.36185 11.287  0.74  0.89
 152 20140908 215424.420 64.79373 -16.89886  8.186  1.35  1.26
 153 20140908 220045.510 64.66473 -17.39198  1.958  2.03  1.92
 154 20140908 220232.243 64.67973 -17.46578  1.736  2.05  1.88
 155 20140908 220425.290 64.80010 -16.91086  7.941  0.67  0.59
 156 20140908 220444.486 64.79041 -16.89503  8.031  0.98  0.74
 157 20140908 220502.629 64.66802 -17.44207  8.548  2.69  2.54
 158 20140908 222225.681 64.78846 -16.90322  7.146  0.70  0.63
 159 20140908 223322.670 64.79552 -16.89228  8.383  1.12  1.02
 160 20140908 224106.489 64.79440 -16.90097  7.979  0.85  0.72
 161 20140908 224513.944 63.89482 -22.23558  7.429  1.25  1.09
 162 20140908 224746.061 64.79393 -16.88856  8.115  0.78  0.96
 163 20140908 225225.461 64.79485 -16.96155  7.841  1.69  1.62
 164 20140908 225320.591 63.89144 -22.23762  6.871  1.21  1.23
 165 20140908 225418.756 63.89121 -22.22757  8.121  1.04  0.86
 166 20140908 225942.323 65.21879 -16.34547 11.729  1.15  0.92
 167 20140908 230844.756 65.11125 -16.40553  2.706  1.30  1.71
 168 20140909 000336.596 65.21490 -16.35888  9.697  1.02  1.02
 169 20140909 002506.540 65.22064 -16.35017  4.098  0.83  0.87
 170 20140909 002732.521 65.24741 -16.48333  2.990  1.17  1.14
 171 20140909 010309.620 64.67284 -17.45621  6.738  3.79  2.41
 172 20140909 010729.311 64.66640 -17.37425  7.044  5.21  3.91
 173 20140909 014250.727 65.22341 -16.35272 11.618  1.50  1.19
 174 20140909 015756.832 64.78475 -16.91792 10.808  1.26  1.51
 175 20140909 020817.341 65.21450 -16.34768  2.704  1.67  1.75
 176 20140909 020817.973 65.21888 -16.35559  4.189  1.63  1.83
 177 20140909 020906.175 65.22255 -16.34739  3.865  1.37  1.35
 178 20140909 022440.668 63.61059 -19.11604  1.235  1.45  0.92
 179 20140909 023732.375 65.10783 -16.39100  4.966  1.18  1.41
 180 20140909 025950.731 64.80232 -16.91260  7.986  1.19  0.95
 181 20140909 032334.986 63.61604 -19.12376  0.135  2.00  1.35
 182 20140909 032427.673 63.61954 -19.12048  0.135  1.18  0.79
 183 20140909 033647.785 64.79944 -16.91163  9.672  1.92  1.60
 184 20140909 040623.417 63.65707 -19.08175  0.038  2.20  2.28
 185 20140909 040756.451 65.17503 -16.41875  3.187  1.46  1.68
 186 20140909 041537.892 63.89647 -22.23886  6.853  1.28  1.10
 187 20140909 045541.491 65.17034 -16.43514  7.392  1.24  1.39
 188 20140909 051729.267 65.22086 -16.34000  7.983  1.19  1.20
 189 20140909 052154.937 65.22425 -16.34339  3.808  1.33  1.47
 190 20140909 054908.526 64.79349 -16.90274  8.913  1.42  1.18
 191 20140909 055546.689 63.89274 -22.23801  6.895  1.18  1.18
 192 20140909 055930.937 65.11243 -16.38017  5.214  1.62  1.46
 193 20140909 063537.054 64.79948 -16.92449 11.706  1.32  1.06
 194 20140909 064629.952 64.84791 -16.85988  8.208  1.23  0.86
 195 20140909 064939.247 64.83441 -16.87626  8.100  1.04  0.97
 196 20140909 064954.273 65.11282 -16.37688  5.171  2.21  2.08
 197 20140909 070054.750 64.85944 -16.85769  7.578  1.57  1.61
 198 20140909 070948.835 65.10824 -16.38606  7.314  1.28  1.30
 199 20140909 071948.801 64.69658 -17.45128  7.851  1.44  1.15
 200 20140909 090322.574 65.16801 -16.42373  3.376  1.77  1.79
 201 20140909 095835.296 65.21368 -16.36287 13.368  1.35  1.42
 202 20140909 103256.667 64.62194 -17.56221  3.995  2.55  2.59
 203 20140909 104442.652 65.21130 -16.36722 13.347  1.03  1.22
 204 20140909 110807.321 64.70801 -17.85263  4.076  2.59  2.02
 205 20140909 111452.737 64.82061 -16.87624 12.910  0.93  0.68
 206 20140909 111714.055 65.12979 -16.35045  7.955  0.64  0.57
 207 20140909 111931.162 64.83421 -16.87168  6.573  1.02  1.10
 208 20140909 112453.769 64.69559 -17.54015 11.299  1.05  0.98
 209 20140909 113643.831 65.21646 -16.36318 11.704  0.74  0.98
 210 20140909 113739.334 65.21629 -16.35997 10.316  0.67  0.72
 211 20140909 113856.500 64.79860 -16.91468 11.888  1.28  1.09
 212 20140909 114838.582 64.79777 -16.90571 14.376  1.05  0.92
 213 20140909 115315.000 64.68037 -17.47402  8.039  2.04  2.22
 214 20140909 121314.835 63.60686 -19.12251  0.135  1.60  0.98
 215 20140909 122609.130 64.79582 -16.91025 13.793  1.55  1.18
 216 20140909 123420.473 64.67400 -17.46630  7.115  1.79  1.77
 217 20140909 123509.549 65.16629 -17.02745  0.135  1.40  1.10
 218 20140909 124644.865 64.78967 -16.90922 12.699  1.06  1.02
 219 20140909 124941.457 65.10493 -16.39277 10.079  0.48  0.46
 220 20140909 130433.493 65.11890 -16.37101  5.334  0.68  0.57
 221 20140909 131938.893 65.22272 -16.34587  8.289  1.47  1.54
 222 20140909 132026.063 64.86921 -16.84676 10.872  1.68  1.47
 223 20140909 132144.002 65.22256 -16.34479  5.097  1.52  1.64
 224 20140909 132604.761 64.67822 -17.44689  7.067  2.23  2.30
 225 20140909 133500.561 65.21313 -16.36481 13.042  0.79  1.02
 226 20140909 133813.280 65.21596 -16.34861  7.176  1.88  1.86
 227 20140909 134649.937 64.78622 -16.89300 15.684  1.03  0.96
 228 20140909 135749.419 64.85768 -16.86112 11.494  1.19  0.76
 229 20140909 135831.770 64.85461 -16.85257 10.548  0.93  0.89
 230 20140909 140408.069 64.79565 -16.89519 10.847  0.83  0.66
 231 20140909 140919.697 65.11897 -16.36823  2.907  0.55  0.37
 232 20140909 141047.997 65.21821 -16.37579 16.554  0.80  1.17
 233 20140909 141759.450 64.67812 -17.57859  1.798  1.34  1.29
 234 20140909 142129.260 64.78968 -16.90740 12.510  0.76  0.88
 235 20140909 142408.337 65.12968 -16.34452  7.544  0.80  0.80
 236 20140909 143502.396 63.64137 -19.12566  0.035  1.24  0.94
 237 20140909 143539.351 65.05016 -16.56324  0.135  0.79  0.59
 238 20140909 143836.277 63.54914 -19.10856  0.135  0.42  0.31
 239 20140909 144107.459 64.85216 -16.86365 11.475  1.09  0.97
 240 20140909 144630.622 65.22742 -16.36833  4.470  1.20  1.20
 241 20140909 145510.007 64.84961 -16.86203 12.464  1.20  0.99
 242 20140909 145852.254 65.20459 -16.36420 14.026  0.74  0.71
 243 20140909 151007.682 66.38563 -17.10335 18.425  1.92  1.75
 244 20140909 151042.314 64.79211 -16.89023  8.179  0.87  0.77
 245 20140909 152934.963 64.79708 -16.91110  9.177  1.03  0.84
 246 20140909 153543.503 66.38232 -17.09820  4.946  1.84  1.66
 247 20140909 154122.904 64.79594 -16.88993 11.468  0.68  0.56
 248 20140909 154146.360 64.82481 -16.88514 13.537  0.81  0.94
 249 20140909 155200.385 65.16407 -16.35290  6.830  0.84  0.83
 250 20140909 155327.954 64.81352 -16.89533 10.445  0.76  0.75
 251 20140909 155524.264 64.83179 -16.86607 12.280  0.82  0.55
 252 20140909 160006.634 65.13794 -16.31906  8.755  1.12  1.15
 253 20140909 160106.180 64.79592 -16.90593 11.792  1.23  0.93
 254 20140909 160703.595 64.86717 -16.85626 11.996  0.95  0.95
 255 20140909 160807.400 64.79693 -16.90760 12.406  1.38  0.68
 256 20140909 161058.984 64.86797 -16.84373 11.584  1.04  1.00
 257 20140909 162103.356 65.11647 -16.37768  7.126  0.68  0.57
 258 20140909 162412.104 65.23917 -16.34531  5.465  0.75  0.68
 259 20140909 163930.750 64.79030 -16.91277  9.249  1.99  1.65
 260 20140909 164850.615 64.80824 -16.92554 13.807  1.03  0.65
 261 20140909 165446.728 64.66831 -17.53097  7.852  1.42  1.06
 262 20140909 165512.231 64.78762 -16.91239 13.746  1.01  0.87
 263 20140909 170233.028 64.79814 -16.91862 13.026  0.76  0.72
 264 20140909 170840.650 64.79107 -16.91013 13.010  1.08  1.04
 265 20140909 172937.502 65.22294 -16.35037  9.484  0.80  0.88
 266 20140909 174615.029 64.67484 -17.41466  3.603  2.70  1.61
 267 20140909 180515.449 64.81590 -16.91536 14.392  0.85  0.74
 268 20140909 180729.383 64.79951 -16.89924 12.385  0.87  0.73
 269 20140909 180940.717 65.11128 -16.38484  5.792  0.79  0.71
 270 20140909 181204.200 65.03535 -16.58071  2.282  1.00  1.10
 271 20140909 181411.880 64.65105 -17.55114  8.886  1.08  0.79
 272 20140909 181743.743 64.75513 -16.95036 13.637  0.92  0.74
 273 20140909 182232.030 64.60908 -17.49176  0.135  1.49  1.30
 274 20140909 182738.255 65.03697 -16.58896  2.670  0.82  0.86
 275 20140909 182852.963 64.67069 -17.47545  3.818  2.53  2.53
 276 20140909 183143.118 64.79195 -16.91249 12.119  0.94  0.89
 277 20140909 183431.508 64.78573 -16.90945 15.530  0.94  0.86
 278 20140909 183508.834 64.78944 -16.89611 11.919  0.66  0.66
 279 20140909 183654.869 64.78558 -16.91206 14.613  1.33  1.26
 280 20140909 184856.534 65.02538 -16.66572  3.602  1.12  0.83
 281 20140909 185018.359 64.79418 -16.92299 14.998  0.99  0.81
 282 20140909 185534.648 64.79349 -16.90357 12.562  1.02  0.76
 283 20140909 190235.271 64.79630 -16.89116 11.484  1.25  1.04
 284 20140909 191552.262 64.79060 -16.91508  6.834  1.04  0.83
 285 20140909 191829.249 65.72151 -16.79680  2.895  1.21  0.71
 286 20140909 192310.193 65.23054 -16.36128  3.574  1.65  1.47
 287 20140909 192410.316 65.22766 -16.36708  9.176  1.48  1.59
 288 20140909 192647.368 64.79601 -16.89575 11.781  0.68  0.60
 289 20140909 194315.432 65.03138 -16.58861  2.325  1.85  1.86
 290 20140909 194650.213 65.03303 -16.58831  2.029  1.70  1.34
 291 20140909 195103.550 64.83382 -16.86591 12.353  0.81  0.60
 292 20140909 195120.302 64.86817 -16.83873 12.665  0.79  0.68
 293 20140909 195710.657 64.67443 -17.58062  1.907  0.80  0.61
 294 20140909 200800.172 64.69736 -17.58140  6.946  1.41  1.20
 295 20140909 201224.668 64.68143 -17.54680  5.405  1.20  1.15
 296 20140909 202121.803 64.79097 -16.90499  9.293  0.65  0.73
 297 20140909 205112.511 64.78248 -16.89983  6.687  1.64  1.71
 298 20140909 210023.511 65.21985 -16.34622  5.617  0.98  1.14
 299 20140909 210118.563 64.65592 -17.53103  8.135  2.40  2.27
 300 20140909 211158.203 64.79077 -16.90421  7.676  0.70  0.72
 301 20140909 212049.662 64.61969 -17.47665  7.817  1.67  1.58
 302 20140909 212215.838 64.67345 -17.45730  5.720  2.31  2.29
 303 20140909 212644.622 64.79504 -16.89404 11.021  1.01  1.06
 304 20140909 212710.954 64.79339 -16.89210 12.222  0.71  0.57
 305 20140909 212943.169 64.61475 -17.48593  7.782  2.05  1.91
 306 20140909 213051.280 64.78883 -16.90681  8.012  0.98  0.82
 307 20140909 213847.617 64.83298 -16.74460  1.144  0.73  0.46
 308 20140909 213918.903 64.65314 -17.57613  6.462  1.70  1.33
 309 20140909 214115.992 64.64040 -17.55768  6.431  1.69  1.69
 310 20140909 214311.479 64.64399 -17.54187  7.576  2.87  3.02
 311 20140909 214445.569 64.63838 -17.55415  6.908  2.86  3.29
 312 20140909 215010.810 65.22136 -16.33361  7.213  1.39  1.27
 313 20140909 215252.867 65.20387 -16.37330 14.828  0.91  0.90
 314 20140909 215622.706 64.83160 -16.87560 12.128  0.69  0.62
 315 20140909 215922.328 66.23307 -16.63292  5.095  1.11  1.28
 316 20140909 220202.722 64.79292 -16.90398  9.896  0.60  0.70
 317 20140909 221001.709 64.61951 -17.40543  3.326  2.22  2.19
 318 20140909 221603.060 64.79079 -16.90182 12.344  0.64  0.78
 319 20140909 222157.933 64.78584 -16.90957 10.756  1.27  1.31
 320 20140909 223947.165 64.67946 -17.38926  7.958  1.20  1.17
 321 20140909 224040.937 64.78527 -16.90674 10.757  0.83  0.81
 322 20140909 224213.662 64.84641 -16.85967 12.479  0.63  0.67
 323 20140909 224433.383 66.22310 -18.26264 10.014  1.15  1.44
 324 20140909 225506.302 64.81448 -16.89764  9.099  1.09  0.96
 325 20140909 225633.721 64.78426 -16.92531 12.287  0.83  0.85
 326 20140909 225748.785 65.11216 -16.38427  5.698  1.42  1.56
 327 20140909 225813.586 64.69460 -17.84974  3.731  1.21  1.19
 328 20140909 232246.685 64.84933 -16.86212  9.600 -9.99  1.15
 329 20140910 000411.395 64.68373 -17.47149  2.864  1.17  1.09
 330 20140910 000451.947 64.79738 -16.90474 14.615  0.96  0.61
 331 20140910 000534.843 64.79522 -16.89577 11.477  0.85  0.74
 332 20140910 000715.241 64.79329 -16.90776 11.088  0.88  0.60
 333 20140910 001156.777 64.79509 -16.91521 13.620  0.83  0.56
 334 20140910 001714.298 64.79530 -16.89377 11.103  0.82  0.34
 335 20140910 001753.145 64.79121 -16.89997 11.117  0.63  0.56
 336 20140910 001912.588 64.79578 -16.91063 13.969  0.91  1.02
 337 20140910 002604.032 64.66946 -17.46944  6.319  2.18  2.18
 338 20140910 003807.125 64.79388 -16.89911 11.257  0.84  0.63
 339 20140910 003829.270 63.62016 -19.20541  0.671  0.65  0.37
 340 20140910 003958.709 63.63894 -19.21955  3.418  0.35 -0.07
 341 20140910 004829.656 64.79771 -16.92326 16.219  0.98  0.86
 342 20140910 004958.704 65.01891 -16.46137  5.699  0.76  0.72
 343 20140910 005910.822 65.16647 -16.42593  4.662  1.35  1.28
 344 20140910 010044.109 64.80917 -16.93544 15.185  1.22  0.79
 345 20140910 010500.612 64.79763 -16.90890 15.502  0.87  0.62
 346 20140910 010625.928 64.79668 -16.89422 11.326  0.94  0.77
 347 20140910 011035.518 64.80463 -16.88472  9.688  1.19  0.82
 348 20140910 011217.093 65.01927 -16.46201  5.696  0.61  0.66
 349 20140910 011624.566 65.09225 -16.71038  3.342  0.56  0.53
 350 20140910 011652.620 64.67478 -17.47529  4.347  3.15  2.22
 351 20140910 012228.591 64.67760 -17.45175  5.912  1.91  1.75
 352 20140910 012434.988 64.78757 -16.89991 12.069  0.85  0.46
 353 20140910 013435.187 64.78638 -16.90348 15.267  1.04  0.87
 354 20140910 013959.361 64.76525 -17.71856  3.456  1.74  1.49
 355 20140910 014547.113 64.80825 -16.90151  2.534  0.78  0.10
 356 20140910 015629.315 64.66636 -17.53219  6.064  2.01  1.76
 357 20140910 020230.241 64.66036 -17.58097  6.762  1.60  1.21
 358 20140910 020439.873 64.68002 -17.44393  7.850  1.50  1.15
 359 20140910 020753.982 64.78957 -16.91568 14.261  1.01  0.90
 360 20140910 021717.877 64.78929 -16.90940  9.081  2.24  2.10
 361 20140910 022733.386 64.79138 -16.92575 12.057  1.01  1.09
 362 20140910 024202.928 64.73602 -16.72667 11.341  0.81  0.83
 363 20140910 024252.176 66.21695 -18.25913 10.463  1.40  1.73
 364 20140910 025249.342 64.79715 -16.90628  8.181  0.87  0.78
 365 20140910 030254.840 64.79878 -16.89864  8.190  1.20  0.63
 366 20140910 030430.479 65.21773 -16.33777  5.881  0.85  1.04
 367 20140910 032615.966 64.69830 -17.46312  8.547  1.89  1.70
 368 20140910 035023.662 64.67320 -17.46526  6.336  2.06  2.03
 369 20140910 035141.135 65.21449 -16.36397 14.929  0.83  1.12
 370 20140910 035258.396 64.79338 -16.90329  8.836  0.95  0.95
 371 20140910 035934.951 64.84821 -16.88466  3.541  1.07  0.86
 372 20140910 040128.528 64.79499 -16.90781 13.600  0.87  0.77
 373 20140910 040150.694 64.79807 -16.89975 14.858  1.06  0.95
 374 20140910 040415.836 64.79099 -16.92517 10.521  1.10  0.72
 375 20140910 041226.158 64.80605 -16.90589 12.418  1.35  0.60
 376 20140910 052829.595 64.67155 -17.46878  2.600  5.50  3.84
 377 20140910 082317.242 63.86277 -19.78001  9.017  0.65  0.47
 378 20140910 113232.848 63.95675 -20.00233  7.212  1.36  1.23
 379 20140910 114503.466 65.72330 -17.47503  0.828  1.13  1.12
 380 20140910 115655.988 64.67507 -17.53131  7.272  1.62  1.91
 381 20140910 130451.046 64.68179 -17.04348 12.451  1.86  1.84
 382 20140910 133203.669 63.54944 -19.11983  0.042  1.01  0.49
 383 20140910 133404.961 64.81293 -16.88642  7.125  1.39  0.86
 384 20140910 133603.092 65.16553 -16.43595 10.629  0.56  0.91
 385 20140910 135940.774 64.66688 -17.47539  2.564  2.91  2.10
 386 20140910 140625.427 64.85564 -16.85869  8.080  2.02  1.85
 387 20140910 141139.691 64.80300 -16.90916 12.544  1.06  0.83
 388 20140910 141657.965 64.82080 -16.90673  9.135  1.44  1.27
 389 20140910 141915.794 66.04413 -17.37219 10.170  0.89  1.01
 390 20140910 144540.040 64.87596 -16.90506 10.630  0.96  0.54
 391 20140910 145006.554 64.74290 -17.91228  1.382  2.05  1.85
 392 20140910 145101.466 65.10563 -17.19688 14.206  1.58  1.55
 393 20140910 145222.673 65.16404 -17.03250  0.682  1.52  1.68
 394 20140910 145842.643 64.80137 -16.89993  6.646  1.62  1.18
 395 20140910 150148.068 64.62039 -17.40692  9.564  2.15  2.22
 396 20140910 151917.490 64.86386 -16.86091  7.572  1.38  0.88
 397 20140910 152801.577 64.78960 -16.90252  7.835  1.01  0.82
