  Nr    Dags.    Timi      Breidd     Lengd   Dypi   M     ML
 301 20140826 133053.067 64.85859 -16.84418  9.463  2.25  1.77
 302 20140826 135458.445 64.83401 -16.87155  7.141  2.71  2.54
 303 20140826 140114.260 64.83411 -16.87356  9.795  2.46  2.17
 304 20140826 140238.566 64.66832 -17.61442  6.323  2.59  2.42
 305 20140826 143413.837 64.65610 -17.53950  8.455  2.49  2.26
 306 20140826 145901.579 66.23044 -16.49284  7.810  0.92  0.97
 307 20140826 150147.083 64.77446 -16.94164 11.348  1.68  1.40
 308 20140826 152020.598 64.85878 -16.85294 10.526  2.45  2.22
 309 20140826 153456.651 64.65562 -17.53506  4.596  1.41  1.20
 310 20140826 153953.549 64.79652 -16.88427 10.722  2.50  2.00
 311 20140826 155436.661 64.65377 -17.54725  7.477  1.96  1.43
 312 20140826 155940.310 64.80940 -16.90197 12.645  1.78  1.35
 313 20140826 161802.109 64.66290 -17.54357  6.023  1.50  0.92
 314 20140826 162054.453 64.83197 -16.87580  7.970  2.33  1.92
 315 20140826 164023.089 64.85725 -16.84456  8.084  2.60  2.57
 316 20140826 170949.316 64.64380 -17.53102  9.393  2.09  1.55
 317 20140826 171326.305 64.80063 -16.90179  8.054  3.27  2.81
 318 20140826 171903.243 64.66390 -17.55321  5.339  1.94  1.66
 319 20140826 173421.490 64.78632 -16.92327 12.408  1.83  1.76
 320 20140826 175120.945 64.80744 -16.93204 10.495  1.50  1.40
 321 20140826 183226.674 64.84608 -16.86692 10.646  1.39  1.36
 322 20140826 183315.661 64.64617 -17.58674  0.135  1.44  1.17
 323 20140826 183545.433 64.78288 -16.87334 12.463  1.20  0.99
 324 20140826 183602.621 64.84661 -16.87552 13.739  1.44  0.90
 325 20140826 183622.882 64.84109 -16.87595 11.855  1.32  1.32
 326 20140826 184534.473 64.61080 -17.51989  4.951  1.62  1.30
 327 20140826 184631.048 64.62212 -17.49965  8.762  1.94  1.55
 328 20140826 184908.778 64.82793 -16.87471 12.010  1.57  1.19
 329 20140826 185019.239 64.61985 -17.43631  6.458  2.84  2.57
 330 20140826 185117.488 64.67086 -17.57818  6.724  1.51  1.28
 331 20140826 185451.748 64.79158 -16.90472 10.183  1.57  1.04
 332 20140826 185526.086 64.79649 -16.92250 14.606  0.88  0.76
 333 20140826 190845.234 64.84860 -16.86073 10.611  2.97  2.85
 334 20140826 190932.949 64.77631 -16.93480 10.178  2.33  2.25
 335 20140826 191048.537 64.84685 -16.85869 11.818  1.37  1.19
 336 20140826 191735.636 64.80449 -16.90099 13.404  2.63  2.73
 337 20140826 192023.266 64.65607 -17.52690  6.543  2.76  2.56
 338 20140826 192349.363 64.84155 -16.86222 12.458  1.79  1.66
 339 20140826 192545.187 64.85254 -16.85688 12.086  2.26  1.87
 340 20140826 192727.881 64.88036 -16.84367  9.428  1.42  1.38
 341 20140826 192826.935 64.78266 -16.92471 11.622  1.45  1.12
 342 20140826 192931.159 64.79900 -16.95654 13.085  1.64  1.53
 343 20140826 193004.179 64.85161 -16.85330 10.945  1.96  1.82
 344 20140826 193114.910 64.86573 -16.84653  7.676  1.51  1.43
 345 20140826 194317.474 64.85695 -16.83766 11.536  1.25  1.05
 346 20140826 194347.899 64.66969 -17.46316  3.942  3.78  2.74
 347 20140826 194531.795 64.79665 -16.92140 15.241  1.58  1.24
 348 20140826 195042.636 64.80167 -16.90164 11.428  1.67  1.38
 349 20140826 195105.306 64.86962 -16.84436  8.151  2.32  2.18
 350 20140826 195243.055 64.84840 -16.86494 12.518  2.27  2.10
 351 20140826 195330.736 64.84562 -16.86467 13.436  2.27  2.00
 352 20140826 195547.044 64.85829 -16.85522 11.759  2.63  2.10
 353 20140826 195923.196 64.80229 -16.89802  9.683  1.52  1.41
 354 20140826 200025.674 64.84714 -16.85169 12.870  1.53  1.15
 355 20140826 200054.849 64.64467 -17.53009  2.891  1.49  0.88
 356 20140826 200112.750 64.82458 -16.88251 13.096  1.39  1.52
 357 20140826 200207.129 64.85893 -16.85115 12.325  1.09  0.75
 358 20140826 200326.008 64.83810 -16.87540 11.982  2.37  2.21
 359 20140826 200423.834 64.78606 -16.93419 13.882  1.55  1.27
 360 20140826 204709.669 64.85999 -16.85181 12.642  2.01  1.88
 361 20140826 204926.596 64.86284 -16.84674 13.313  3.24  2.98
 362 20140826 205915.897 64.85101 -16.85991 11.975  2.32  2.16
 363 20140826 205935.327 64.80608 -16.89471 13.782  3.15  3.20
 364 20140826 210522.000 64.84516 -16.87208 15.205  1.65  1.28
 365 20140826 210620.115 65.05645 -16.50005  3.190  1.10  0.91
 366 20140826 210721.719 64.86211 -16.84914 11.895  2.53  2.05
 367 20140826 211404.038 64.82127 -16.87808 12.039  1.47  1.21
 368 20140826 211446.294 64.86712 -16.83906  7.397  1.39  1.32
 369 20140826 211615.491 64.78352 -16.93962 13.311  1.55  1.28
 370 20140826 211636.184 64.77375 -16.92340  9.827  1.03  0.94
 371 20140826 211656.637 64.85877 -16.85495 11.159  1.81  1.35
 372 20140826 212918.749 64.80596 -16.90841 11.030  2.51  2.19
 373 20140826 213018.219 64.80562 -16.89785 12.683  2.47  2.28
 374 20140826 213304.537 64.80508 -16.92441  6.726  2.01  1.59
 375 20140826 213453.360 64.79417 -16.91714  5.548  1.38  1.04
 376 20140826 213745.695 64.77798 -16.93859 13.551  1.27  1.04
 377 20140826 214142.896 64.86375 -16.84839 11.560  1.75  1.35
 378 20140826 214214.745 64.80861 -16.90402 11.304  2.20  1.60
 379 20140826 214320.241 64.82940 -16.85888 13.153  1.09  0.87
 380 20140826 214329.037 64.65965 -17.36769 16.889  1.58  1.04
 381 20140826 214804.635 64.60691 -17.48499 19.635  1.50  1.26
 382 20140826 215839.887 64.78716 -16.92087 14.323  1.88  1.59
 383 20140826 222506.446 64.89874 -16.77618 12.452  1.36  0.70
 384 20140826 222651.394 64.79514 -16.90555  5.005  2.87  2.20
 385 20140826 222715.443 64.69173 -17.50665  4.617  1.71  1.81
 386 20140826 222801.106 64.87289 -16.85236 12.071  2.14  1.84
 387 20140826 223026.725 64.86425 -16.84889 11.657  1.85  1.44
 388 20140826 223132.351 64.82032 -16.90358 12.155  1.63  1.44
 389 20140826 224728.011 64.78840 -16.92942 14.948  1.25  1.12
 390 20140826 224821.009 64.86396 -16.84765 12.365  2.16  1.65
 391 20140826 225004.029 64.86188 -16.84711  6.372  2.08  1.87
 392 20140826 225415.773 64.80318 -16.90311 11.198  3.15  3.27
 393 20140826 230649.469 64.61969 -17.34917  4.273  1.83  1.73
 394 20140826 230700.199 64.66721 -17.46335  4.015  2.95  2.36
 395 20140826 231035.037 64.79451 -16.92274 12.784  1.61  1.27
 396 20140826 231142.003 64.79936 -16.91248 13.268  1.80  1.75
 397 20140826 231157.233 64.85662 -16.84770  7.526  2.23  2.20
 398 20140826 231252.539 64.85897 -16.84985 12.395  1.43  1.08
