  Nr    Dags.    Timi      Breidd     Lengd   Dypi   M     ML
  67 20140818 062409.698 64.64034 -17.12742 11.649  1.63  1.40
  68 20140818 063547.865 64.63047 -17.15437  7.850  2.00  1.76
  69 20140818 063924.753 64.64104 -16.90117 11.559  1.43  1.49
  70 20140818 064659.047 64.64745 -17.09539  9.214  1.46  1.16
  71 20140818 070353.886 64.63145 -17.16058  7.417  1.53  1.34
  72 20140818 070654.555 64.61559 -17.21886  8.379  1.76  1.62
  73 20140818 072051.947 64.65131 -17.09696 11.674  2.02  1.59
  74 20140818 073048.651 64.61533 -17.22814  8.548  1.92  1.53
  75 20140818 073442.183 64.61409 -17.19922  8.289  2.06  1.51
  76 20140818 073806.197 64.62119 -17.43466  9.635  2.91  1.92
  77 20140818 074857.099 64.65060 -17.03470 11.086  1.25  1.13
  78 20140818 080624.927 64.64382 -17.13223 10.717  1.80  1.50
  79 20140818 081029.804 64.64882 -17.10038 11.046  1.87  1.42
  80 20140818 081053.380 64.62853 -17.16901 12.819  1.88  1.80
  81 20140818 081224.882 66.30477 -18.56122 10.350  2.11  2.19
  82 20140818 082041.884 64.65646 -17.07837  8.840  1.83  1.34
  83 20140818 082642.583 64.61628 -17.21452  8.284  1.96  1.79
  84 20140818 083014.228 64.62428 -17.22015  6.437  1.76  1.62
  85 20140818 083306.084 64.65819 -17.07110  8.045  1.69  1.38
  86 20140818 084451.179 64.64254 -17.13183 10.504  1.93  1.57
  87 20140818 085221.566 64.62001 -17.20739  6.401  1.66  1.44
  88 20140818 085950.918 64.61852 -17.20187  7.854  1.43  1.11
  89 20140818 090008.210 64.78236 -17.17058  8.508  2.39  2.07
  90 20140818 090743.274 64.65492 -16.86390  8.487  1.80  1.69
  91 20140818 091208.030 64.61086 -17.21821  9.291  1.94  1.64
  92 20140818 093808.329 64.65816 -17.07677 10.074  2.13  1.76
  93 20140818 094848.631 64.66724 -17.05765 10.782  1.11  1.15
  94 20140818 095009.255 65.17043 -17.05695  1.965  1.85  1.45
  95 20140818 095120.336 64.67006 -17.01346 10.223  1.83  1.37
  96 20140818 100130.120 64.65427 -16.95731  9.058  1.41  1.12
  97 20140818 100912.652 64.70226 -16.97575  7.138  1.61  1.48
  98 20140818 102503.223 64.65414 -17.09052  9.305  2.11  1.63
  99 20140818 103504.816 64.68488 -17.00927  8.524  2.08  1.75
 100 20140818 104354.620 64.67162 -17.05144 10.752  1.87  1.89
 101 20140818 104436.151 64.50081 -17.52162  3.502  2.43  2.75
 102 20140818 104739.592 64.66392 -17.05604 10.553  2.11  1.89
 103 20140818 104842.531 64.66636 -17.05543  6.905  2.41  2.07
 104 20140818 104950.922 64.66858 -17.05565 10.854  2.11  1.97
 105 20140818 105219.184 64.66733 -17.05738  8.056  2.12  2.05
 106 20140818 105341.829 64.66721 -17.05155 10.729  2.30  2.02
 107 20140818 105413.027 64.66894 -17.05701  9.734  2.29  1.91
 108 20140818 105631.582 64.67023 -17.05716  9.321  2.63  2.25
 109 20140818 105659.548 64.66785 -17.05414  9.135  2.35  1.90
 110 20140818 105812.066 64.66770 -17.05806 11.402  1.89  1.70
 111 20140818 110146.102 64.66956 -17.06032 12.432  2.13  2.11
 112 20140818 110203.564 64.67029 -17.05378  9.579  2.16  1.88
 113 20140818 110219.912 63.56197 -19.10423  0.168  0.42  0.36
 114 20140818 110359.917 64.66875 -17.04920 12.301  1.72  1.63
 115 20140818 110621.429 64.67892 -17.02599 11.478  2.04  1.71
 116 20140818 110835.014 64.67647 -17.04062 11.896  2.55  2.35
 117 20140818 110939.390 64.67732 -17.05503 11.607  2.12  2.11
 118 20140818 111439.241 64.68210 -17.03452  9.311  2.68  2.48
 119 20140818 111614.781 64.67874 -17.03775 12.881  1.75  1.81
 120 20140818 111627.043 64.68108 -17.03880 12.504  2.26  2.16
 121 20140818 112010.371 64.67805 -17.04871  7.854  2.35  2.25
 122 20140818 112247.607 64.50161 -17.53448  4.896  2.23  2.30
 123 20140818 113051.998 64.68002 -17.03899 12.081  1.88  1.79
 124 20140818 113852.799 64.68105 -17.04851 11.346  1.63  1.68
 125 20140818 113911.478 64.68407 -17.03481  9.758  2.32  2.02
 126 20140818 114207.136 64.66433 -17.05383 12.123  2.13  1.76
 127 20140818 115225.500 64.66173 -17.06439 11.832  1.90  2.03
 128 20140818 120935.789 64.68780 -16.98266  9.748  2.11  2.23
 129 20140818 121309.882 64.67088 -17.02603  9.628  1.73  1.56
 130 20140818 122223.934 65.15768 -16.39715  8.073  1.75  1.66
 131 20140818 122501.003 64.67133 -17.04968  9.723  1.58  1.36
 132 20140818 123251.142 64.67798 -17.02295 11.120  1.67  1.55
 133 20140818 123642.489 64.68321 -17.01944 12.619  1.73  1.63
 134 20140818 123710.326 64.67269 -17.04645 13.831  1.30  1.34
 135 20140818 125107.959 64.66679 -17.05731  9.601  1.68  1.88
 136 20140818 125559.481 64.68446 -17.01290 13.104  1.89  1.79
 137 20140818 130817.529 64.67691 -17.00397 10.584  1.66  1.59
 138 20140818 131941.292 64.68246 -17.01750 13.589  1.81  1.88
 139 20140818 132556.465 64.69125 -17.01958 10.301  2.43  1.87
 140 20140818 133151.248 64.68984 -17.01822 11.765  2.00  1.87
 141 20140818 134922.465 64.69030 -17.01702 11.158  2.18  2.00
 142 20140818 135346.473 64.69171 -16.99486  8.739  1.77  1.69
 143 20140818 135504.475 64.68819 -17.02330 11.008  1.67  1.63
 144 20140818 135849.536 64.69239 -17.00349  5.471  2.61  2.43
 145 20140818 140350.634 64.68604 -17.02596 10.710  1.72  1.62
 146 20140818 140430.354 64.67900 -16.99431 10.318  1.99  2.10
 147 20140818 141404.736 64.71191 -16.97445  9.531  2.54  1.91
 148 20140818 142048.939 64.69506 -17.01841 10.952  2.05  2.17
 149 20140818 142957.524 64.69810 -17.00875 10.735  1.70  1.77
 150 20140818 143303.410 64.68532 -17.02358 10.947  1.95  1.87
 151 20140818 143338.661 64.69664 -16.99423  9.441  1.84  1.85
 152 20140818 143421.187 64.69851 -17.00035 10.626  1.88  1.91
 153 20140818 143615.056 64.70144 -17.00056  8.066  2.07  1.92
 154 20140818 143725.773 64.68042 -17.03885 10.028  2.13  2.00
 155 20140818 144017.944 64.69852 -16.99573 10.667  2.00  2.03
 156 20140818 144721.372 64.69472 -16.99971  9.396  1.76  1.92
 157 20140818 144848.778 64.70203 -17.00815 11.925  1.93  1.86
 158 20140818 145432.923 64.69229 -17.02816 10.871  2.28  1.96
 159 20140818 145529.579 64.68546 -17.03249 10.948  1.77  1.79
 160 20140818 145650.697 64.69279 -17.01844 11.625  2.07  1.79
 161 20140818 145730.531 66.21555 -18.24404 13.566  0.77  0.94
 162 20140818 150708.748 64.68616 -17.02931 11.195  2.00  1.91
 163 20140818 151840.085 64.69339 -17.01854  8.959  2.77  2.21
 164 20140818 153100.152 64.68822 -17.02667 11.646  1.75  1.65
 165 20140818 153147.142 64.70978 -17.00454  8.269  2.37  2.00
 166 20140818 153353.320 64.69117 -17.01542 11.850  2.44  2.06
 167 20140818 153634.059 64.69332 -17.02268 10.581  2.05  1.66
 168 20140818 153705.207 64.69682 -16.99866 10.519  2.25  1.97
 169 20140818 153743.519 64.50362 -17.47098  0.024  2.39  2.59
 170 20140818 154052.715 64.69414 -16.99822  9.107  2.07  1.72
 171 20140818 155230.626 64.68497 -17.02248 11.747  2.03  1.89
 172 20140818 155423.938 64.69442 -17.01847 10.598  2.59  1.95
 173 20140818 155741.580 64.69656 -17.01779  8.970  2.20  1.98
 174 20140818 160010.260 64.69370 -17.01593  6.446  2.39  2.12
 175 20140818 160805.305 64.68712 -17.00591  3.690  2.69  2.44
 176 20140818 161041.677 64.69409 -17.01589 10.229  2.17  2.09
 177 20140818 161143.446 64.69060 -17.01826 10.030  2.58  2.20
 178 20140818 161343.583 64.69529 -17.01263 10.331  2.18  2.13
 179 20140818 161429.735 64.69451 -17.00569  4.994  2.11  1.76
 180 20140818 162032.963 64.69292 -17.01413 12.821  1.48  1.50
 181 20140818 162425.640 64.69041 -17.00706 11.083  2.66  2.50
 182 20140818 163002.413 64.69627 -17.02574 11.366  2.07  1.77
 183 20140818 163418.405 64.66525 -17.05884 10.844  2.09  1.95
 184 20140818 163805.838 64.70518 -16.99607  9.198  2.25  1.85
 185 20140818 164337.361 64.69442 -17.00482  9.915  2.53  2.47
 186 20140818 164445.578 64.69492 -17.00599 12.814  1.65  1.79
 187 20140818 164515.283 64.69572 -17.01074 11.661  1.87  1.53
 188 20140818 164614.869 64.69128 -17.00966 13.037  1.38  1.39
 189 20140818 164813.565 64.68872 -17.01230 12.133  1.28  1.27
 190 20140818 164906.389 64.69951 -17.00002  9.618  1.54  1.35
 191 20140818 165028.044 64.67665 -17.04480 10.727  1.58  1.38
 192 20140818 165147.478 64.69025 -17.00820  6.732  2.57  2.47
 193 20140818 165307.609 64.68823 -17.03603 10.077  1.94  1.88
 194 20140818 165602.657 64.69239 -17.01199 11.596  2.33  2.05
 195 20140818 165754.967 64.68432 -17.05123  9.451  2.05  2.03
 196 20140818 170101.032 64.68031 -17.03791 11.969  2.16  2.00
 197 20140818 170209.799 64.68181 -17.03990 11.833  1.86  1.84
 198 20140818 170239.253 64.67915 -17.03824 13.768  2.01  1.95
 199 20140818 170405.144 64.68139 -17.02943  6.643  2.47  2.28
 200 20140818 171107.740 64.68111 -17.03584 12.693  1.88  1.85
 201 20140818 171409.532 64.68456 -17.04084 10.756  2.02  1.71
 202 20140818 171509.357 64.67146 -17.04264 12.875  1.86  1.85
 203 20140818 171649.507 64.66893 -17.05525 12.558  2.05  1.83
 204 20140818 171754.142 64.67725 -17.04896 12.938  1.56  1.48
 205 20140818 171822.684 64.68121 -17.03059 12.462  1.77  1.73
 206 20140818 171850.834 64.69308 -16.99884 10.932  1.97  1.90
 207 20140818 172933.680 64.67397 -17.02179 11.239  2.01  1.78
 208 20140818 173429.892 64.05440 -21.38115  4.320  0.84  0.60
 209 20140818 173601.938 64.66370 -17.05547  9.988  1.82  1.89
 210 20140818 173646.925 64.67935 -17.04518 12.885  1.59  1.48
 211 20140818 173824.004 64.68638 -17.02753 11.903  2.24  2.00
 212 20140818 174806.660 64.67492 -17.04906 10.739  1.88  1.72
 213 20140818 174830.513 64.67139 -17.05779  9.764  1.91  1.61
 214 20140818 175316.808 64.66674 -17.05183  9.482  1.98  1.63
 215 20140818 175740.533 64.68820 -17.03183 11.230  1.54  1.71
 216 20140818 175833.284 64.67854 -17.06409 12.614  2.02  2.24
 217 20140818 175833.939 64.65369 -17.35586 11.207  2.09  2.00
 218 20140818 180137.882 64.68253 -17.02425  7.673  1.74  1.78
 219 20140818 180222.185 64.67640 -17.04016 11.254  1.49  1.47
 220 20140818 180622.121 64.68176 -17.04941 11.498  1.47  1.56
 221 20140818 180651.975 64.69065 -17.02349 11.795  1.81  1.63
 222 20140818 180726.991 64.69444 -17.01076 11.311  1.70  1.69
 223 20140818 181423.963 64.67706 -17.04164  7.684  1.52  1.42
 224 20140818 181625.115 64.68837 -17.01120 11.796  1.78  1.60
 225 20140818 182515.513 64.68261 -17.03089 12.333  1.61  1.59
 226 20140818 183118.815 64.68224 -17.04591 11.286  1.99  1.63
 227 20140818 183157.085 64.68833 -17.03554 11.174  1.59  1.72
 228 20140818 184158.809 64.68226 -17.02819 10.058  2.28  1.85
 229 20140818 185248.607 64.67725 -17.03412  9.852  2.58  2.23
 230 20140818 185440.668 64.68205 -17.03050 11.976  1.73  1.50
 231 20140818 185518.033 64.66991 -17.04103 12.151  1.83  1.80
 232 20140818 185829.266 64.67162 -17.01997  4.526  1.82  1.51
 233 20140818 200054.365 64.68453 -17.01518 10.121  2.71  2.51
 234 20140818 200202.362 64.68209 -17.01133  6.768  2.24  1.83
 235 20140818 200956.500 64.67358 -17.05770 13.213  1.88  1.79
 236 20140818 201023.852 64.68117 -17.02033 12.601  1.71  1.67
 237 20140818 202152.847 64.67669 -17.05685 10.731  2.24  1.66
 238 20140818 212349.446 64.67848 -17.03759  7.285  2.11  1.74
 239 20140818 215705.070 64.67695 -17.04852 12.141  2.04  1.82
 240 20140818 215728.483 64.67605 -17.04367  7.640  2.29  2.14
 241 20140818 220238.203 64.68092 -17.05417  7.429  1.58  1.45
 242 20140818 220957.761 64.67303 -17.06184  9.729  1.88  1.43
 243 20140818 221257.637 64.68080 -17.03440  5.710  2.26  2.22
 244 20140818 221418.135 64.67075 -17.06100 11.930  1.62  1.70
 245 20140818 221532.662 64.69250 -16.99487  9.640  1.70  1.45
 246 20140818 221544.515 64.67699 -17.04136  7.115  1.96  1.54
 247 20140818 222617.421 64.67583 -17.05455 11.324  1.97  1.67
 248 20140819 000427.472 64.67384 -17.04704  6.588  2.52  1.94
 249 20140819 000502.362 64.69366 -16.98367  6.216  1.81  1.87
 250 20140819 000718.347 64.68197 -17.02389  8.846  1.40  1.18
 251 20140819 001846.754 64.69212 -16.98137  7.540  1.08  1.09
 252 20140819 002514.409 64.68472 -17.02145 10.713  1.32  1.52
 253 20140819 002625.327 64.69720 -17.00664  8.466  2.44  1.84
 254 20140819 003330.965 64.69234 -17.00607  9.993  2.54  1.84
 255 20140819 003524.015 64.67077 -17.05201 10.909  1.69  1.32
 256 20140819 004035.457 64.68278 -17.03876  7.044  1.57  1.25
 257 20140819 004140.164 64.66953 -17.03576 10.033  1.45  1.33
 258 20140819 004314.594 64.67427 -17.03360 10.892  1.39  1.52
 259 20140819 004541.994 64.67049 -17.03131  9.780  1.51  1.19
 260 20140819 004623.903 64.69349 -17.00410 10.068  1.65  1.48
 261 20140819 005523.176 64.68291 -17.02466 12.495  1.64  1.62
 262 20140819 005621.564 64.69183 -17.00213  8.172  2.12  1.92
 263 20140819 010103.447 64.66512 -17.04913  6.223  1.85  1.79
 264 20140819 010145.658 64.66496 -17.04952 10.572  1.79  1.79
 265 20140819 010323.474 64.67519 -17.02760 11.072  1.41  1.17
 266 20140819 010349.995 63.73627 -23.17225 11.622  1.29  1.32
 267 20140819 010512.922 64.68872 -17.00145 11.970  1.44  1.26
 268 20140819 010548.759 64.69389 -17.01026 12.143  2.14  2.07
 269 20140819 010650.650 64.67413 -17.03184 10.978  1.46  1.43
 270 20140819 011051.641 64.67773 -17.02517 13.490  1.25  1.17
 271 20140819 011214.180 64.69456 -16.96090 10.069  2.04  1.32
 272 20140819 011430.651 64.67870 -17.02221 10.867  1.54  1.40
 273 20140819 011516.360 64.69379 -17.00901 12.440  2.06  2.10
 274 20140819 011934.058 64.67084 -17.03497 11.904  1.73  1.53
 275 20140819 012007.592 64.69616 -17.01088  8.476  1.87  1.48
 276 20140819 012734.480 64.67324 -17.05122 12.109  1.25  1.14
 277 20140819 012843.520 64.69393 -17.00727 11.776  2.10  2.18
 278 20140819 013500.695 64.69070 -17.00616  9.575  1.94  1.90
 279 20140819 013502.184 64.68204 -16.96133  9.268  1.95  1.78
 280 20140819 013919.670 64.69058 -16.98111 10.925  2.07  1.98
 281 20140819 014138.698 64.67989 -17.04691  7.984  2.14  1.69
 282 20140819 014320.258 64.69978 -17.00286  6.448  1.89  1.95
 283 20140819 014611.831 64.68556 -17.02821 13.611  1.29  1.26
 284 20140819 014644.958 64.68186 -17.02476  9.784  1.49  1.14
 285 20140819 014808.786 64.69546 -16.99829  7.677  2.38  1.91
 286 20140819 015845.576 64.69510 -17.01059 11.765  2.15  2.13
 287 20140819 015929.627 64.50606 -17.67328  3.525  2.47  2.33
 288 20140819 020259.377 64.65848 -17.05022  9.791  1.33  0.94
 289 20140819 020444.861 64.70280 -17.01227  0.883  1.12  1.29
 290 20140819 020601.384 64.67716 -17.03462 10.071  2.49  2.54
 291 20140819 021428.771 64.68275 -17.02326 10.977  1.54  1.53
 292 20140819 021635.624 64.67212 -17.03326 10.580  1.49  1.32
 293 20140819 021841.835 64.69553 -17.01321 10.856  1.89  2.06
 294 20140819 022039.677 64.67728 -17.48414  4.790  1.99  1.59
 295 20140819 022341.132 64.68703 -16.99641  6.938  1.71  1.66
 296 20140819 022427.027 64.74030 -16.96379  1.447  1.15  1.23
 297 20140819 022607.379 64.68597 -17.02472 13.791  1.60  1.45
 298 20140819 023150.629 64.65656 -17.03724 12.423  1.11  1.03
 299 20140819 023522.033 64.67385 -17.03711 10.854  2.07  1.87
 300 20140819 023639.870 64.67099 -17.03690 13.243  1.50  1.41
 301 20140819 024015.890 64.66849 -17.05419  9.773  1.41  1.50
 302 20140819 024113.239 64.66875 -17.03453 10.956  1.95  1.95
 303 20140819 024218.935 64.68581 -17.01202 11.450  1.97  1.64
 304 20140819 024819.546 64.67323 -17.04805 11.293  1.65  1.35
 305 20140819 025121.402 64.68632 -17.02047 10.031  1.53  1.58
 306 20140819 025355.813 64.67504 -17.04730 11.456  2.01  1.57
 307 20140819 030700.328 64.69295 -17.00454 11.159  1.75  1.72
 308 20140819 031545.236 64.68597 -16.97827 11.204  1.60  1.67
 309 20140819 032013.284 64.68078 -17.47982  7.008  2.35  2.13
 310 20140819 032307.592 64.66428 -17.03819 11.605  1.21  0.96
 311 20140819 033409.079 64.77227 -17.11160  9.134  2.01  2.10
 312 20140819 033845.919 64.69447 -16.97328  8.335  2.30  2.08
 313 20140819 033921.042 64.66570 -17.05168  9.834  2.47  2.04
 314 20140819 034229.949 64.66862 -17.03776 10.148  1.38  1.49
 315 20140819 034501.173 64.68162 -17.02374  9.674  1.87  1.70
 316 20140819 034604.352 64.71214 -16.96967  9.104  1.98  1.79
 317 20140819 034822.932 64.70210 -16.98673  9.247  2.22  1.68
 318 20140819 035759.740 64.69343 -17.00565 11.157  2.41  2.43
 319 20140819 040618.879 64.70020 -16.99834  9.715  1.50  1.31
 320 20140819 040648.266 64.69982 -16.99640 10.544  1.56  1.37
 321 20140819 041442.538 66.63223 -17.85671 11.758  1.59  1.53
 322 20140819 041534.495 64.70142 -16.96543  6.744  1.74  1.68
 323 20140819 041818.523 64.69342 -17.00540 11.834  2.03  1.87
 324 20140819 042115.014 64.70084 -17.00860 11.465  2.38  2.14
 325 20140819 042212.305 64.69415 -17.00437  9.475  2.25  1.83
 326 20140819 042309.496 64.70174 -16.99914  9.630  2.03  1.86
 327 20140819 042755.658 64.70906 -16.96337  9.292  2.03  2.07
 328 20140819 042915.912 64.70750 -16.96647  8.834  1.99  1.99
 329 20140819 043236.985 64.70419 -17.00227  9.272  2.28  2.03
 330 20140819 043301.630 64.70296 -16.98911  9.304  2.36  2.13
 331 20140819 044147.371 64.69707 -16.99875 10.171  1.98  2.00
 332 20140819 044309.358 64.68975 -16.98584 10.254  2.05  1.92
 333 20140819 044645.974 64.70604 -16.94630  7.471  2.19  2.10
 334 20140819 045633.620 64.70616 -16.94366 13.717  2.18  2.14
 335 20140819 045850.137 64.68764 -16.99086 11.830  2.17  1.96
 336 20140819 050019.831 64.69347 -17.00161 10.766  2.04  1.96
 337 20140819 050120.281 64.69582 -16.98855 12.404  2.26  2.08
 338 20140819 050241.494 64.70024 -16.99065  9.091  2.84  2.38
 339 20140819 050353.664 64.69955 -16.99586 12.439  2.20  2.07
 340 20140819 051030.001 64.70672 -16.95853 10.959  2.11  2.00
 341 20140819 051109.562 64.70756 -16.94791 12.435  2.13  2.08
 342 20140819 051517.982 64.70407 -16.99254  7.880  2.22  2.12
 343 20140819 051559.560 64.69788 -16.99359  6.201  2.69  2.47
 344 20140819 051654.697 64.69629 -16.98732 11.729  2.00  2.06
 345 20140819 051849.643 64.70093 -16.99278  9.738  2.78  2.67
 346 20140819 052041.140 64.69700 -16.99306  6.747  2.62  2.38
 347 20140819 052257.591 64.69390 -16.99217  5.824  2.48  2.40
 348 20140819 053205.826 64.70160 -16.98907 12.555  1.93  1.77
 349 20140819 053426.799 64.70860 -16.96471  9.325  1.91  1.82
 350 20140819 053447.217 64.70128 -16.98674 12.112  1.80  1.82
 351 20140819 053525.028 64.70636 -16.96979  8.857  1.87  1.38
 352 20140819 053816.232 64.69926 -16.98529 11.752  1.77  1.69
 353 20140819 053927.429 64.69693 -17.01799 13.558  1.58  1.54
 354 20140819 054458.039 64.70404 -16.97578 11.934  1.53  1.38
 355 20140819 054546.807 64.71595 -16.94339  9.240  2.20  2.31
 356 20140819 054638.843 63.59242 -19.50758  7.569  0.52 -0.30
 357 20140819 054730.074 64.71866 -16.94907 10.923  2.06  2.27
 358 20140819 054834.296 64.71387 -16.95291  9.307  2.15  1.89
 359 20140819 054940.412 64.71471 -16.94572  5.200 -9.99  2.77
 360 20140819 055342.967 64.71632 -16.94600  9.182 -9.99  2.00
 361 20140819 055531.652 64.71671 -16.94620  9.302  3.34  2.69
 362 20140819 055845.450 64.71172 -16.95588  8.545  2.16  1.89
 363 20140819 060025.269 64.69932 -16.96857  9.542  2.33  2.17
 364 20140819 060240.580 64.71893 -16.94632 11.089  2.70  2.68
 365 20140819 060401.977 64.69884 -16.98735 11.779  2.07  1.92
 366 20140819 061536.424 64.71445 -16.95847 10.250  2.22  1.97
 367 20140819 061631.613 64.69432 -17.01200 13.699  1.59  1.79
 368 20140819 061855.876 64.71889 -16.94725 11.206  2.85  2.38
 369 20140819 062150.130 64.71690 -16.93540 10.394  2.12  2.13
 370 20140819 062248.945 64.71558 -16.94834  8.470  2.20  1.72
 371 20140819 062652.847 64.71707 -16.94258  9.644  2.32  2.31
 372 20140819 063108.700 64.71602 -16.94132  9.682  2.29  1.92
 373 20140819 063208.311 64.71428 -16.94527  5.084  2.08  1.75
 374 20140819 063439.610 63.93771 -21.34751  6.455  0.37  0.45
 375 20140819 065244.744 64.61640 -17.43865  2.573  2.00  1.59
 376 20140819 065525.078 66.22073 -18.24843 12.387  1.87  2.11
 377 20140819 070634.802 64.69183 -16.99387 11.718  1.50  1.30
 378 20140819 071525.228 64.68922 -17.00496 12.512  1.83  1.79
 379 20140819 072435.448 64.61100 -17.50484  0.037  1.79  1.55
 380 20140819 072751.763 64.69022 -17.01159  7.140  2.80  2.75
 381 20140819 073012.028 64.70690 -16.97155 12.582  1.52  1.58
 382 20140819 073208.322 64.71418 -16.95024  9.796  1.78  1.48
 383 20140819 074103.640 64.70924 -16.94405 11.788  1.44  1.51
 384 20140819 075010.541 64.68388 -17.03442 11.529  1.23  1.14
 385 20140819 075228.540 64.71468 -16.95318 10.362  1.49  1.45
 386 20140819 075257.013 64.71355 -16.96437  9.714  1.33  1.40
 387 20140819 075440.212 64.71633 -16.95779  7.711  1.56  1.67
 388 20140819 075527.867 64.72102 -16.93966 12.344  1.41  1.43
 389 20140819 075619.271 64.68830 -17.00516 11.813  1.77  1.82
 390 20140819 075743.002 64.69543 -16.99995  9.173  2.06  2.00
 391 20140819 080446.295 64.71281 -16.93543 11.747  1.69  1.68
 392 20140819 080523.335 64.70614 -16.97363 12.601  1.45  1.50
 393 20140819 080708.413 64.72055 -16.93797 12.110  1.13  1.22
 394 20140819 081204.151 64.69159 -17.00488 11.731  1.27  1.00
 395 20140819 081225.597 64.69861 -16.99488 10.258  2.19  1.95
 396 20140819 081851.171 64.71574 -16.92825 11.658  1.60  1.57
 397 20140819 082308.205 64.71001 -16.97423 10.784  1.37  1.32
